dying, 3
eager, 4
eagle, 3
early, 2
earth, 2
easel, 2
eaten, 3
eater, 4
ebony, 3
eclat, 2
edict, 2
edify, 2
eerie, 2
egret, 3
eight, 3
eject, 3
eking, 3
elate, 3
elbow, 2
elder, 3
elect, 3
elegy, 3
elfin, 3
elide, 3
elite, 2
elope, 4
elude, 3
email, 2
embed, 3
ember, 5
emcee, 3
empty, 3
enact, 3
endow, 2
enema, 3
enemy, 4
enjoy, 3
ennui, 3
ensue, 2
enter, 3
entry, 2
envoy, 3
epoch, 3
epoxy, 3
equal, 3
equip, 3
erase, 2
erect, 3
erode, 3
error, 3
erupt, 2
essay, 2
ester, 3
ether, 2
ethic, 3
ethos, 3
etude, 3
evade, 2
event, 4
every, 3
evict, 2
evoke, 4
exact, 3
exalt, 3
excel, 4
exert, 3
exile, 3
exist, 2
expel, 4
extol, 3
extra, 3
exult, 4
eying, 3
fable, 3
facet, 3
faint, 2
fairy, 3
faith, 2
false, 2
fancy, 3
fanny, 4
farce, 3
fatal, 4
fatty, 5
fault, 4
fauna, 4
favor, 3
feast, 3
fecal, 3
feign, 3
fella, 3
felon, 3
femme, 3
femur, 4
fence, 3
feral, 2
ferry, 5
fetal, 3
fetch, 3
fetid, 3
fetus, 3
fever, 4
fewer, 4
fiber, 4
fibre, 2
ficus, 2
field, 3
fiend, 2
fiery, 2
fifth, 4
fifty, 5
fight, 3
filer, 5
filet, 3
filly, 3
filmy, 3
filth, 2
final, 2
finch, 4
finer, 3
first, 2
fishy, 3
fixer, 5
fizzy, 4
fjord, 3
flack, 3
flail, 4
flair, 2
flake, 4
flaky, 3
flame, 4
flank, 3
flare, 3
flash, 3
flask, 4
fleck, 3
fleet, 3
flesh, 2
flick, 3
flier, 2
fling, 3
flint, 2
flirt, 2
float, 2
flock, 4
flood, 3
floor, 3
flora, 2
floss, 3
flour, 3
flout, 3
flown, 3
fluff, 3
fluid, 3
fluke, 4
flume, 3
flung, 3
flunk, 3
flush, 3
flute, 4
flyer, 3
foamy, 2
focal, 2
focus, 4
foggy, 3
foist, 3
folio, 2
folly, 4
foray, 4
force, 3
forge, 3
forgo, 4
forte, 2
forth, 3
forty, 3
forum, 2
found, 5
foyer, 7
frail, 3
frame, 4
frank, 4
fraud, 3
freak, 5
freed, 5
freer, 4
fresh, 3
friar, 2
fried, 2
frill, 5
frisk, 2
fritz, 3
frock, 2
frond, 3
front, 2
frost, 3
froth, 3
frown, 5
froze, 5
fruit, 2
fudge, 4
fugue, 2
fully, 5
fungi, 3
funky, 4
funny, 4
furor, 3
furry, 3
fussy, 2
fuzzy, 4
gaffe, 3
gaily, 3
gamer, 4
gamma, 3
gamut, 2
gassy, 3
gaudy, 3
gauge, 3
gaunt, 2
gauze, 3
gavel, 2
gawky, 4
gayer, 5
gayly, 4
gazer, 5
gecko, 3
geeky, 3
geese, 3
genie, 2
genre, 3
ghost, 2
ghoul, 2
giant, 2
giddy, 4
gipsy, 3
girly, 3
girth, 4
given, 3
giver, 3
glade, 2
gland, 4
glare, 2
glass, 3
glaze, 4
gleam, 3
glean, 3
glide, 3
glint, 2
gloat, 3
globe, 3
gloom, 3
glory, 3
gloss, 3
glove, 3
glyph, 2
gnash, 4
gnome, 2
godly, 4
going, 2
golem, 3
golly, 5
gonad, 3
goner, 7
goody, 3
gooey, 3
goofy, 3
goose, 3
gorge, 3
gouge, 2
gourd, 3
grace, 2
grade, 3
graft, 3
grail, 3
grain, 3
grand, 3
grant, 3
grape, 4
graph, 4
grasp, 2
grass, 2
grate, 5
grave, 6
gravy, 4
graze, 6
great, 3
greed, 5
green, 4
greet, 3
grief, 3
grill, 5
grime, 4
grimy, 3
grind, 3
gripe, 2
groan, 2
groin, 3
groom, 4
grope, 2
gross, 3
group, 4
grout, 3
grove, 3
growl, 4
grown, 5
gruel, 3
gruff, 3
grunt, 3
guard, 3
guava, 3
guess, 3
guest, 3
guide, 3
guild, 2
guile, 2
guilt, 2
guise, 2
gulch, 2
gully, 5
gumbo, 4
gummy, 3
guppy, 3
gusto, 3
gusty, 4
gypsy, 3
habit, 4
hairy, 3
halve, 3
handy, 4
happy, 4
hardy, 3
harem, 2
harpy, 2
harry, 4
harsh, 2
haste, 4
hasty, 3
hatch, 5
hater, 5
haunt, 3
haute, 4
haven, 2
havoc, 4
hazel, 4
heady, 3
heard, 3
heart, 2
heath, 3
heave, 3
heavy, 3
hedge, 3
hefty, 3
heist, 2
helix, 3
hello, 3
hence, 4
heron, 3
hilly, 6
hinge, 2
hippo, 2
hippy, 3
hitch, 3
hoard, 3
hobby, 3
hoist, 2
holly, 2
homer, 3
honey, 4
honor, 3
horde, 4
horny, 3
horse, 3
hotel, 3
hotly, 2
hound, 2
house, 4
hovel, 3
hover, 5
howdy, 3
human, 2
humid, 3
humor, 3
humph, 2
humus, 3
hunch, 4
hunky, 3
hurry, 3
husky, 4
hussy, 2
hutch, 4
hydro, 3
hyena, 3
hymen, 3
hyper, 4
icily, 3
icing, 4
ideal, 2
idiom, 4
idiot, 3
idler, 2
idyll, 3
igloo, 2
iliac, 2
image, 2
imbue, 2
impel, 2
imply, 2
inane, 2
inbox, 2
incur, 3
index, 2
inept, 3
inert, 2
infer, 3
ingot, 2
inlay, 2
inlet, 2
inner, 2
input, 2
inter, 3
intro, 2
ionic, 3
irate, 2
irony, 2
islet, 2
issue, 2
itchy, 3
ivory, 2
jaunt, 5
jazzy, 5
jelly, 3
jerky, 4
jetty, 4
jewel, 3
jiffy, 4
joint, 3
joist, 4
joker, 5
jolly, 5
joust, 2
judge, 4
juice, 3
juicy, 3
jumbo, 4
jumpy, 3
junta, 3
junto, 3
juror, 3
kappa, 4
karma, 3
kayak, 3
kebab, 3
khaki, 3
kinky, 4
kiosk, 2
kitty, 4
knack, 5
knave, 3
knead, 3
kneed, 3
kneel, 2
knelt, 3
knife, 3
knock, 2
knoll, 3
known, 3
koala, 3
krill, 3
label, 3
labor, 3
laden, 2
ladle, 4
lager, 3
lance, 2
lanky, 5
lapel, 3
lapse, 2
large, 2
larva, 3
lasso, 2
latch, 6
later, 6
lathe, 3
latte, 3
laugh, 2
layer, 3
leach, 2
leafy, 3
leaky, 3
leant, 3
leapt, 3
learn, 3
lease, 3
leash, 2
least, 4
leave, 3
ledge, 3
leech, 3
leery, 4
lefty, 4
legal, 3
leggy, 4
lemon, 3
lemur, 4
leper, 4
level, 3
lever, 4
libel, 3
liege, 3
light, 3
liken, 4
lilac, 2
limbo, 3
limit, 3
linen, 4
liner, 4
lingo, 3
lipid, 2
lithe, 3
liver, 3
livid, 3
llama, 4
loamy, 3
loath, 2
lobby, 3
local, 3
locus, 4
lodge, 3
lofty, 4
logic, 3
login, 3
loopy, 3
loose, 2
lorry, 3
loser, 3
louse, 2
lousy, 2
lover, 5
lower, 5
lowly, 3
loyal, 3
lucid, 3
lucky, 2
lumen, 2
lumpy, 2
lunar, 3
lunch, 2
lunge, 2
lupus, 3
lurch, 2
lurid, 2
lusty, 5
lying, 2
lymph, 2
lynch, 2
lyric, 2
macaw, 3
macho, 4
macro, 3
madam, 3
madly, 4
mafia, 3
magic, 2
magma, 3
maize, 2
major, 4
maker, 4
mambo, 3
mamma, 4
mammy, 5
manga, 3
mange, 3
mango, 3
mangy, 2
mania, 2
manic, 2
manly, 5
manor, 4
maple, 4
march, 3
marry, 4
marsh, 2
mason, 2
masse, 3
match, 7
matey, 3
mauve, 4
maxim, 3
maybe, 3
mayor, 2
mealy, 3
meant, 2
meaty, 3
mecca, 3
medal, 3
media, 2
medic, 2
melee, 4
melon, 3
mercy, 3
merge, 3
merit, 3
merry, 5
metal, 4
meter, 3
metro, 2
micro, 3
midge, 3
midst, 2
might, 4
milky, 3
mimic, 4
mince, 3
miner, 4
minim, 4
minor, 3
minty, 5
minus, 3
mirth, 4
miser, 2
missy, 2
mocha, 3
modal, 4
model, 2
modem, 2
mogul, 3
moist, 4
molar, 3
moldy, 2
money, 4
month, 2
moody, 3
moose, 4
moral, 3
moron, 3
morph, 3
mossy, 3
motel, 3
motif, 3
motor, 3
motto, 3
moult, 3
mound, 3
mount, 3
mourn, 3
mouse, 4
mouth, 2
mover, 3
movie, 3
mower, 3
mucky, 2
mucus, 3
muddy, 3
mulch, 2
mummy, 3
munch, 2
mural, 3
murky, 3
mushy, 3
music, 2
musky, 4
musty, 5
myrrh, 2
nadir, 2
naive, 2
nanny, 4
nasal, 2
nasty, 2
natal, 4
naval, 4
navel, 2
needy, 2
neigh, 3
nerdy, 3
nerve, 3
never, 4
newer, 4
newly, 3
nicer, 2
niche, 3
niece, 3
night, 5
ninja, 3
ninny, 4
ninth, 4
noble, 3
nobly, 3
noise, 2
noisy, 2
nomad, 3
noose, 4
north, 4
nosey, 3
notch, 3
novel, 2
nudge, 2
nurse, 3
nutty, 4
nylon, 3
nymph, 2
oaken, 3
obese, 2
occur, 2
ocean, 2
octal, 3
octet, 2
odder, 3
oddly, 4
offal, 2
offer, 4
often, 2
olden, 2
older, 4
olive, 3
ombre, 3
omega, 3
onion, 3
onset, 3
opera, 2
opine, 3
opium, 4
optic, 3
orbit, 2
order, 4
organ, 2
other, 2
otter, 2
ought, 3
ounce, 3
outdo, 3
outer, 2
outgo, 3
ovary, 3
ovate, 3
overt, 2
ovine, 3
ovoid, 3
owing, 3
owner, 4
oxide, 3
ozone, 3
paddy, 5
pagan, 3
paint, 3
paler, 3
palsy, 2
panel, 2
panic, 2
pansy, 3
papal, 3
paper, 3
parer, 4
parka, 2
parry, 2
parse, 2
party, 2
pasta, 3
paste, 5
pasty, 4
patch, 3
patio, 2
patsy, 3
patty, 5
pause, 2
payee, 3
payer, 4
peace, 3
peach, 3
pearl, 3
pecan, 3
pedal, 3
penal, 3
pence, 4
penne, 3
penny, 3
perch, 3
peril, 3
perky, 4
pesky, 2
pesto, 2
petal, 4
petty, 4
phase, 3
phone, 3
phony, 3
photo, 4
piano, 3
picky, 3
piece, 4
piety, 3
piggy, 3
pilot, 2
pinch, 3
piney, 2
pinky, 3
pinto, 2
piper, 5
pique, 5
pitch, 3
pithy, 3
pivot, 2
pixel, 3
pixie, 5
pizza, 3
place, 4
plaid, 2
plain, 3
plait, 2
plane, 4
plank, 3
plant, 2
plate, 3
plaza, 4
plead, 4
pleat, 3
plied, 3
plier, 2
pluck, 3
plumb, 3
plume, 3
plump, 3
plunk, 3
plush, 4
poesy, 3
point, 3
poise, 2
poker, 5
polar, 3
polka, 3
polyp, 3
pooch, 3
poppy, 4
porch, 2
poser, 3
posit, 2
posse, 3
pouch, 4
pound, 3
pouty, 3
power, 5
prank, 4
prawn, 3
preen, 4
press, 3
price, 3
prick, 4
pride, 4
pried, 5
prime, 5
primo, 3
print, 2
prior, 3
prism, 3
privy, 4
prize, 5
probe, 3
prone, 4
prong, 3
proof, 4
prose, 2
proud, 4
prove, 4
prowl, 4
proxy, 4
prude, 3
prune, 3
psalm, 2
pubic, 2
pudgy, 3
puffy, 4
pulpy, 3
pulse, 2
punch, 4
pupal, 3
pupil, 2
puppy, 5
puree, 3
purer, 4
purge, 3
purse, 3
pushy, 4
putty, 5
pygmy, 2
quack, 5
quail, 4
quake, 4
qualm, 3
quark, 3
quart, 3
quash, 4
quasi, 2
queen, 3
queer, 4
quell, 4
query, 2
quest, 3
queue, 3
quick, 3
quiet, 2
quill, 3
quilt, 3
quirk, 3
quite, 2
quota, 2
quote, 3
quoth, 2
rabbi, 2
rabid, 2
racer, 2
radar, 2
radii, 3
radio, 3
rainy, 2
raise, 2
rajah, 3
rally, 3
ralph, 3
ramen, 3
ranch, 2
randy, 2
range, 2
rapid, 2
rarer, 2
raspy, 2
ratio, 2
ratty, 3
raven, 3
rayon, 2
razor, 3
reach, 3
react, 3
ready, 2
realm, 2
rearm, 3
rebar, 3
rebel, 3
rebus, 2
rebut, 3
recap, 3
recur, 2
recut, 3
reedy, 3
refer, 3
refit, 3
regal, 3
rehab, 3
reign, 2
relax, 2
relay, 2
relic, 3
remit, 3
renal, 3
renew, 3
repay, 2
repel, 4
reply, 2
rerun, 3
reset, 2
resin, 2
retch, 3
retro, 3
retry, 3
reuse, 2
revel, 4
revue, 2
rhino, 2
rhyme, 2
rider, 3
ridge, 2
rifle, 2
right, 2
rigid, 2
rigor, 2
rinse, 2
ripen, 2
riper, 2
risen, 2
riser, 2
risky, 2
rival, 2
river, 3
rivet, 2
roach, 2
roast, 2
robin, 2
robot, 3
rocky, 3
rodeo, 3
roger, 3
rogue, 2
roomy, 3
roost, 2
rotor, 3
rouge, 2
rough, 2
round, 2
rouse, 2
route, 2
rover, 4
rowdy, 2
rower, 4
royal, 2
ruddy, 2
ruder, 2
rugby, 2
ruler, 2
rumba, 2
rumor, 2
rupee, 2
rural, 2
rusty, 2
sadly, 2
safer, 2
saint, 2
salad, 3
sally, 3
salon, 2
salsa, 2
salty, 3
salve, 2
salvo, 2
sandy, 3
saner, 2
sappy, 3
sassy, 3
satin, 2
satyr, 2
sauce, 2
saucy, 4
sauna, 3
saute, 2
savor, 2
savoy, 2
savvy, 4
scald, 3
scale, 3
scalp, 4
scaly, 4
scamp, 3
scant, 3
scare, 2
scarf, 3
scary, 3
scene, 2
scent, 3
scion, 3
scoff, 4
scold, 3
scone, 3
scoop, 4
scope, 3
score, 2
scorn, 3
scour, 2
scout, 3
scowl, 3
scram, 2
scrap, 2
scree, 2
screw, 2
scrub, 3
scrum, 3
scuba, 3
sedan, 2
seedy, 3
segue, 2
seize, 4
semen, 3
sense, 4
sepia, 2
serif, 2
serum, 2
serve, 3
setup, 2
seven, 3
sever, 4
sewer, 3
shack, 3
shade, 3
shady, 3
shaft, 3
shake, 4
shaky, 3
shale, 3
shall, 4
shalt, 2
shame, 5
shank, 3
shape, 3
shard, 4
share, 3
shark, 4
sharp, 2
shave, 5
shawl, 3
shear, 2
sheen, 3
sheep, 3
sheer, 2
sheet, 3
sheik, 2
shelf, 3
shell, 3
shied, 2
shift, 3
shine, 3
shiny, 4
shire, 2
shirk, 2
shirt, 2
shoal, 2
shock, 3
shone, 3
shook, 3
shoot, 3
shore, 3
shorn, 2
short, 2
shout, 4
shove, 4
shown, 3
showy, 3
shrew, 2
shrub, 3
shrug, 3
shuck, 3
shunt, 2
shush, 2
shyly, 4
siege, 2
sieve, 2
sight, 3
sigma, 2
silky, 3
silly, 3
since, 2
sinew, 2
singe, 2
siren, 2
sissy, 2
sixth, 3
sixty, 3
skate, 3
skier, 2
skiff, 3
skill, 4
skimp, 4
skirt, 2
skulk, 3
skull, 2
skunk, 3
slack, 2
slain, 2
slang, 3
slant, 2
slash, 2
slate, 2
slave, 2
sleek, 2
sleep, 2
sleet, 2
slept, 2
slice, 4
slick, 2
slide, 4
slime, 3
slimy, 3
sling, 3
slink, 2
sloop, 3
slope, 3
slosh, 2
sloth, 3
slump, 2
slung, 3
slunk, 4
slurp, 3
slush, 4
slyly, 4
smack, 3
small, 4
smart, 2
smash, 3
smear, 3
smell, 4
smelt, 2
smile, 3
smirk, 2
smite, 3
smith, 3
smock, 3
smoke, 4
smoky, 2
smote, 2
snack, 3
snail, 2
snake, 4
snaky, 3
snare, 4
snarl, 5
sneak, 3
sneer, 3
snide, 2
sniff, 3
snipe, 2
snoop, 3
snore, 4
snort, 3
snout, 2
snowy, 3
snuck, 2
snuff, 2
soapy, 3
sober, 5
soggy, 3
solar, 3
solid, 2
solve, 2
sonar, 3
sonic, 2
sooth, 3
sooty, 3
sorry, 2
sound, 3
south, 2
sower, 3
space, 3
spade, 3
spank, 3
spare, 5
spark, 2
spasm, 2
spawn, 3
speak, 3
spear, 4
speck, 3
speed, 3
spell, 2
spelt, 2
spend, 3
spent, 2
sperm, 3
spice, 3
spicy, 3
spied, 2
spiel, 2
spike, 4
spiky, 3
spill, 3
spilt, 3
spine, 2
spiny, 4
spire, 2
spite, 4
splat, 2
split, 2
spoil, 2
spoke, 3
spoof, 3
spook, 3
spool, 3
spoon, 3
spore, 5
sport, 3
spout, 4
spray, 2
spree, 2
sprig, 2
spunk, 4
spurn, 3
spurt, 2
squad, 3
squat, 2
squib, 2
stack, 3
staff, 3
stage, 3
staid, 2
stain, 2
stair, 2
stake, 4
stale, 2
stalk, 2
stall, 2
stamp, 4
stand, 4
stank, 3
stare, 5
stark, 3
start, 3
stash, 4
state, 3
stave, 4
stead, 3
steak, 2
steal, 4
steam, 4
steed, 2
steel, 2
steep, 2
steer, 3
stein, 2
stern, 3
stick, 2
stiff, 3
still, 3
stilt, 3
sting, 3
stink, 2
stint, 3
stock, 2
stoic, 2
stoke, 3
stole, 4
stomp, 3
stone, 2
stony, 2
stood, 4
stool, 4
stoop, 3
store, 6
stork, 3
storm, 4
story, 4
stout, 2
stove, 4
strap, 2
straw, 3
stray, 3
strip, 2
strut, 2
stuck, 2
study, 3
stuff, 4
stump, 4
stung, 3
stunk, 2
stunt, 3
style, 2
suave, 4
sugar, 3
suing, 4
suite, 4
sulky, 2
sully, 2
sumac, 3
sunny, 2
super, 5
surer, 2
surge, 3
surly, 3
sushi, 3
swami, 2
swamp, 3
swarm, 5
swash, 4
swath, 3
swear, 4
sweat, 2
sweep, 3
sweet, 3
swell, 4
swept, 2
swift, 3
swill, 3
swine, 3
swing, 4
swirl, 2
swish, 3
swoon, 3
swoop, 3
sword, 3
swore, 6
sworn, 3
swung, 3
synod, 3
syrup, 3
tabby, 3
table, 3
taboo, 2
tacit, 3
tacky, 4
taffy, 5
taint, 3
taken, 3
taker, 3
tally, 6
talon, 3
tamer, 3
tango, 2
tangy, 2
taper, 2
tapir, 2
tardy, 2
tarot, 3
taste, 6
tasty, 4
tatty, 6
taunt, 3
tawny, 2
teach, 2
teary, 3
tease, 3
teddy, 2
teeth, 3
tempo, 3
tenet, 3
tenor, 2
tense, 4
tenth, 3
tepee, 3
tepid, 3
terra, 3
terse, 4
testy, 3
thank, 4
theft, 3
their, 2
theme, 3
there, 3
these, 3
theta, 2
thick, 2
thief, 2
thigh, 2
thing, 3
think, 2
third, 3
thong, 4
thorn, 2
those, 4
three, 3
threw, 3
throb, 3
throw, 3
thrum, 2
thumb, 3
thump, 3
thyme, 3
tiara, 2
tibia, 2
tidal, 2
tiger, 3
tight, 6
tilde, 3
timer, 5
timid, 3
tipsy, 3
titan, 2
tithe, 3
title, 3
toast, 4
today, 3
toddy, 4
token, 3
tonal, 3
tonga, 2
tonic, 3
tooth, 3
topaz, 3
topic, 3
torch, 2
torso, 2
torus, 2
total, 3
totem, 3
touch, 5
tough, 4
towel, 3
tower, 2
toxic, 3
toxin, 3
trace, 3
track, 3
tract, 3
trade, 3
trail, 2
train, 3
trait, 3
tramp, 4
trash, 4
trawl, 4
tread, 2
treat, 3
trend, 3
triad, 3
trial, 3
tribe, 3
trice, 4
trick, 3
tried, 5
tripe, 2
trite, 4
troll, 3
troop, 3
trope, 2
trout, 3
trove, 2
truce, 2
truck, 2
truer, 2
truly, 3
trump, 4
trunk, 5
truss, 2
trust, 2
truth, 5
tryst, 3
tubal, 2
tuber, 2
tulip, 2
tulle, 2
tumor, 3
tunic, 3
turbo, 3
tutor, 3
twang, 4
tweak, 2
tweed, 3
tweet, 3
twice, 3
twine, 3
twirl, 3
twist, 2
twixt, 3
tying, 3
udder, 3
ulcer, 4
ultra, 3
umbra, 3
uncle, 2
uncut, 3
under, 3
undid, 3
undue, 2
unfed, 3
unfit, 2
unify, 3
union, 3
unite, 2
unity, 2
unlit, 2
unmet, 3
unset, 3
untie, 2
until, 2
unwed, 3
unzip, 2
upper, 4
upset, 2
urban, 3
urine, 4
usage, 2
usher, 2
using, 2
usual, 2
usurp, 2
utile, 2
utter, 2
vague, 3
valet, 2
valid, 4
valor, 3
value, 3
valve, 3
vapid, 2
vapor, 2
vault, 4
vaunt, 5
vegan, 3
venom, 3
venue, 2
verge, 3
verse, 4
verso, 2
verve, 3
vicar, 3
video, 2
vigil, 3
vigor, 3
villa, 3
vinyl, 3
viola, 3
viper, 3
viral, 2
virus, 2
visit, 2
visor, 2
